Cancer Types,Sample Names,Accuracy,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
CNS-GBM,SP24301,0.498,0,2,0,4,0,0,0,0,0,0,7
CNS-GBM,SP27201,0.707,0,3,4,1,0,2,0,0,0,0,0
CNS-GBM,SP28791,0.783,0,1,0,1,0,0,0,0,0,0,6
CNS-GBM,SP23739,0.729,0,4,0,4,0,7,0,0,0,0,0
CNS-GBM,SP24702,0.718,0,7,0,6,0,10,0,0,0,0,0
CNS-GBM,SP25332,0.692,0,7,0,0,0,0,0,0,0,0,0
CNS-GBM,SP28335,0.816,0,9,0,3,0,6,0,0,0,0,5
CNS-GBM,SP26709,0.705,0,5,0,0,0,0,8,0,0,0,0
CNS-GBM,SP25350,0.776,0,3,0,4,0,0,0,0,0,0,7
CNS-GBM,SP25380,0.799,0,7,0,7,0,0,0,0,0,0,0
CNS-GBM,SP24565,0.682,0,2,0,6,0,0,0,0,0,0,4
CNS-GBM,SP25833,0.692,0,5,0,11,0,8,0,0,0,0,0
CNS-GBM,SP25905,0.809,0,4,0,3,0,3,0,0,0,0,0
CNS-GBM,SP26439,0.61,0,4,0,0,0,9,0,0,0,0,0
CNS-GBM,SP24236,0.796,0,4,0,6,0,7,9,0,0,0,0
CNS-GBM,SP23925,0.645,0,0,0,4,0,0,5,0,9,0,0
CNS-GBM,SP24815,0.72,0,4,0,5,0,16,0,0,0,0,11
CNS-GBM,SP27957,0.509,0,2,0,0,0,5,5,0,0,4,0
CNS-GBM,SP27603,0.626,0,4,0,3,4,6,0,0,0,0,0
CNS-GBM,SP27825,0.736,0,5,0,6,0,3,0,0,0,0,6
CNS-GBM,SP24135,0.916,0,23,0,33,0,22,0,0,0,0,30
CNS-GBM,SP26499,0.878,0,0,0,1,0,2,0,0,0,0,1
CNS-GBM,SP25518,0.777,0,4,0,9,0,9,0,0,0,0,0
CNS-GBM,SP28659,0.737,0,11,0,15,0,23,0,0,0,0,0
CNS-GBM,SP23622,0.464,0,0,0,4,0,0,9,0,0,0,0
CNS-GBM,SP27939,0.857,0,1,0,5,0,4,0,0,0,0,8
CNS-GBM,SP23754,0.535,0,0,0,0,0,0,0,0,0,0,4
CNS-GBM,SP29697,0.714,0,0,4,3,0,2,0,0,0,0,2
CNS-GBM,SP27339,0.46,0,2,0,4,0,0,0,0,0,0,0
CNS-GBM,SP29559,0.75,0,11,0,6,0,9,0,0,0,0,13
CNS-GBM,SP29331,0.684,0,0,0,3,0,3,6,0,0,0,4
CNS-GBM,SP26475,0.831,0,4,0,14,0,8,0,0,0,0,0
CNS-GBM,SP23775,0.932,0,42,0,29,0,28,0,0,0,0,32
CNS-GBM,SP28275,0.453,0,3,0,6,0,0,0,0,0,0,0
CNS-GBM,SP28581,0.689,0,4,0,6,0,0,0,0,0,0,0
CNS-GBM,SP23639,0.602,0,2,0,3,0,0,0,0,6,0,4
CNS-GBM,SP24391,0.743,0,3,0,0,0,0,0,0,0,0,7
CNS-GBM,SP28041,0.787,0,6,0,16,0,0,0,0,0,0,0
CNS-GBM,SP25494,0.926,0,42,0,25,0,0,0,0,0,0,100.12
CNS-GBM,SP26649,0.806,0,3,0,0,3,2,0,0,0,0,0
CNS-Medullo,SP78913,0.511,0,2,0,0,0,0,0,0,2,0,0
CNS-Medullo,SP107375,0.542,0,0,0,1,0,7,5,0,0,0,2
CNS-Medullo,SP107408,0.74,0,1,0,0,0,0,0,0,6,0,2
CNS-Medullo,SP107439,0.43,0,0,0,1,0,0,0,0,6,0,4
CNS-Medullo,SP78816,0.187,0,0,0,0,0,0,0,0,2,0,0
CNS-Medullo,SP107462,0.151,0,0,0,0,0,0,0,0,0,0,1
CNS-Medullo,SP78951,0.449,0,0,0,0,0,0,0,0,3,0,0
CNS-Medullo,SP107435,0.817,0,0,0,3,0,0,2,0,0,0,2
CNS-Medullo,SP78679,0.763,0,0,0,1,0,6,0,0,3,0,0
CNS-Medullo,SP107360,0.545,0,0,0,0,0,0,0,1,0,0,0
CNS-Medullo,SP78819,0.537,0,0,0,0,0,2,0,0,0,0,0
CNS-Medullo,SP78821,0.152,0,0,0,0,0,0,3,0,0,0,0
CNS-Medullo,SP78865,0.231,0,0,0,0,0,0,0,0,1,0,1
CNS-Medullo,SP107470,0.349,0,0,0,0,0,3,2,0,0,0,0
CNS-Medullo,SP78673,0.166,0,0,0,0,0,1,0,0,1,0,0
CNS-Medullo,SP78824,0.57,0,0,0,2,0,0,0,0,0,0,0
CNS-Medullo,SP107550,0.136,0,1,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78718,0.856,0,6,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP107451,0.204,0,0,0,0,0,0,0,0,3,0,1
CNS-Medullo,SP107557,0.596,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP107358,0.664,0,1,0,0,2,3,0,0,0,0,0
CNS-Medullo,SP78731,0.465,0,0,0,0,0,2,1,0,0,0,0
CNS-Medullo,SP107455,0.467,0,0,0,0,0,0,3,0,0,0,0
CNS-Medullo,SP107549,0.793,0,1,0,0,0,0,0,1,0,0,0
CNS-Medullo,SP78814,0.472,0,0,0,3,0,6,0,0,0,0,0
CNS-Medullo,SP107357,0.695,0,3,0,5,0,0,0,0,0,0,3
CNS-Medullo,SP107453,0.697,0,2,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78662,0.544,0,0,0,1,0,0,0,2,0,0,0
CNS-Medullo,SP107457,0.663,0,0,2,1,0,0,2,0,0,0,0
CNS-Medullo,SP107404,0.563,0,0,0,0,0,0,2,0,0,0,0
CNS-Medullo,SP78714,0.213,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP107359,0.65,0,0,0,2,0,2,1,0,0,0,2
CNS-Medullo,SP78664,0.771,0,0,0,0,0,0,0,0,2,0,0
CNS-Medullo,SP78815,0.596,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP107466,0.629,0,0,0,0,0,1,0,0,1,0,0
CNS-Medullo,SP78901,0.498,0,0,0,0,0,2,0,0,1,0,0
CNS-Medullo,SP107384,0.763,0,5,0,0,10.09,9,8,0,9,0,6
CNS-Medullo,SP107467,0.697,0,2,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78680,0.7,1,0,0,0,0,0,0,0,0,0,1
CNS-Medullo,SP78672,0.068,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP107365,0.74,0,0,0,1,0,0,0,0,0,0,0
CNS-Medullo,SP78660,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-Medullo,SP78659,0.631,0,1,0,2,0,0,0,0,0,0,0
CNS-Medullo,SP107449,0.578,0,2,0,2,0,0,0,0,2,0,0
CNS-Medullo,SP78813,0.736,0,0,0,3,0,0,0,0,0,0,0
CNS-Medullo,SP78804,0.671,0,2,0,3,0,0,0,0,0,0,4
CNS-Medullo,SP107460,0.189,0,0,0,0,0,0,1,0,0,0,0
CNS-Medullo,SP107548,0,0,1,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78730,0.743,0,0,0,1,1,1,0,1,0,0,0
CNS-Medullo,SP78727,0.596,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP78822,0.001,0,1,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78818,0.534,0,0,0,2,0,0,0,0,0,0,0
CNS-Medullo,SP78923,0.893,0,0,0,0,1,0,0,0,0,0,0
CNS-Medullo,SP107405,0.674,0,0,0,0,0,0,0,0,0,2,0
CNS-Medullo,SP107437,0.486,0,0,0,3,0,3,4,0,10,0,0
CNS-Medullo,SP78675,0.166,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP107371,0.696,0,3,0,4,0,2,7,0,5,0,0
CNS-Medullo,SP107556,0.57,0,3,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78807,0.423,0,0,0,2,0,0,0,0,0,0,1
CNS-Medullo,SP78945,0.596,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP107480,0.151,0,0,0,0,0,0,0,0,0,0,1
CNS-Medullo,SP107448,0.097,0,0,0,0,0,0,1,0,2,0,0
CNS-Medullo,SP107436,0.437,0,0,0,0,0,0,0,0,0,0,5
CNS-Medullo,SP107546,0.181,0,0,0,0,0,0,2,0,0,0,0
CNS-Medullo,SP107459,0.438,0,0,0,0,0,2,0,0,0,0,0
CNS-Medullo,SP78823,0.414,0,0,1,0,0,0,0,0,0,0,0
CNS-Medullo,SP78666,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-Medullo,SP78665,0.189,0,0,0,0,0,0,1,0,0,0,0
CNS-Medullo,SP78935,0.135,0,0,0,0,0,0,1,0,0,0,0
CNS-Medullo,SP107458,0.463,0,0,0,2,0,0,0,0,4,0,0
CNS-Medullo,SP107377,0.401,0,1,0,1,0,0,2,0,2,0,1
CNS-Medullo,SP78937,0.404,0,0,0,0,0,3,0,0,5,0,0
CNS-Medullo,SP107469,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-Medullo,SP107373,0.423,0,2,0,0,0,2,2,0,3,0,2
CNS-Medullo,SP107406,0.89,0,15,0,14,0,7,0,0,0,0,9
CNS-Medullo,SP107369,0.722,0,2,0,2,0,0,2,0,0,0,0
CNS-Medullo,SP107403,0.472,0,0,0,3,0,0,0,0,0,0,4
CNS-Medullo,SP107363,0.228,0,0,0,0,0,2,0,0,8,0,0
CNS-Medullo,SP78677,0.685,0,0,0,0,0,0,0,0,0,0,2
CNS-Medullo,SP78805,0.541,0,0,0,0,0,0,1,0,0,0,3
CNS-Medullo,SP107461,0.214,0,0,0,0,0,0,1,0,0,0,0
CNS-Medullo,SP107356,0.804,0,0,0,4,0,0,0,0,3,0,0
CNS-Medullo,SP78825,0.224,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP107468,0.544,0,0,0,0,0,0,0,0,0,3,0
CNS-Medullo,SP78851,0.613,0,0,2,2,2,0,0,0,0,0,1
CNS-Medullo,SP78726,0.325,0,0,0,2,0,1,0,0,0,0,2
CNS-Medullo,SP107379,0.563,0,2,0,2,0,3,0,0,0,0,0
CNS-Medullo,SP107474,0.624,0,0,0,0,0,4,2,0,0,0,0
CNS-Medullo,SP107438,0.44,0,0,0,2,0,0,0,0,1,0,0
CNS-Medullo,SP107478,0.213,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP78716,0.662,0,4,0,0,0,1,2,0,3,0,0
CNS-Medullo,SP78676,0.458,0,0,0,1,0,0,0,0,3,0,0
CNS-Medullo,SP107443,0.545,0,0,0,0,0,0,0,1,0,0,0
CNS-Medullo,SP107361,0.856,0,0,0,3,0,3,0,0,0,0,2
CNS-Medullo,SP107464,0.446,0,0,0,0,2,0,1,0,0,0,1
CNS-Medullo,SP78717,0.602,0,0,0,0,0,2,0,0,1,0,0
CNS-Medullo,SP78671,0.53,0,0,0,2,0,0,0,0,0,0,0
CNS-Medullo,SP107381,0.534,0,0,0,4,0,0,4,0,0,0,0
CNS-Medullo,SP107463,0.765,0,0,0,3,0,0,0,0,1,0,0
CNS-Medullo,SP107477,0.64,0,0,0,2,0,0,0,0,0,0,0
CNS-Medullo,SP78661,0.132,0,0,0,0,0,1,0,0,2,0,0
CNS-Medullo,SP78939,0.18,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP78674,0.807,0,0,0,3,0,0,0,0,0,0,0
CNS-Medullo,SP107555,0.474,0,0,0,2,1,1,0,2,1,0,0
CNS-Medullo,SP107446,0.459,0,0,0,0,0,0,0,0,2,0,0
CNS-Medullo,SP78713,0.573,0,3,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78720,0.789,0,0,0,4,0,0,0,0,0,0,0
CNS-Medullo,SP78947,0.697,0,2,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP78875,0.307,0,0,0,0,0,0,1,0,2,0,1
CNS-Medullo,SP107554,0.704,0,3,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP107407,0.667,0,0,0,9,0,0,0,0,0,0,0
CNS-Medullo,SP78820,0.84,0,0,0,0,0,0,6,0,0,0,0
CNS-Medullo,SP107547,0.742,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP79148,0.315,0,0,1,0,0,1,0,0,0,0,0
CNS-Medullo,SP107386,0.294,0,0,0,0,0,0,0,0,3,0,1
CNS-Medullo,SP78921,0.52,1,0,0,0,0,0,0,0,4,0,0
CNS-Medullo,SP107440,0.213,0,0,0,0,0,0,0,0,1,0,0
CNS-Medullo,SP79066,0.166,0,0,0,0,0,1,0,0,0,0,0
CNS-Medullo,SP107473,0.159,0,0,0,0,1,0,0,0,0,0,0
CNS-Medullo,SP107362,0.569,0,2,0,0,0,2,0,0,2,0,0
CNS-Medullo,SP78729,0.697,0,2,0,0,0,0,0,0,0,0,0
CNS-Medullo,SP107441,0.432,0,0,0,2,0,0,0,0,0,0,2
CNS-Medullo,SP78873,0.401,0,0,0,0,1,0,0,0,0,0,0
CNS-Oligo,SP47708,0,0,0,0,0,0,0,0,0,0,0,0
CNS-Oligo,SP47990,0.547,0,2,0,0,3,0,0,0,0,0,4
CNS-Oligo,SP48414,0.527,0,0,0,3,0,3,0,0,0,0,0
CNS-Oligo,SP48135,0.698,0,6,0,0,0,0,0,0,0,0,0
CNS-Oligo,SP47652,0.675,0,0,0,3,0,2,0,0,0,0,0
CNS-Oligo,SP48888,0.672,0,0,0,0,0,0,2,0,0,0,0
CNS-Oligo,SP48426,0.55,0,0,0,0,0,0,0,0,1,0,0
CNS-Oligo,SP48480,0.759,0,5,0,5,0,0,0,0,0,0,0
CNS-Oligo,SP48263,0.591,0,0,0,0,0,0,0,0,0,0,3
CNS-Oligo,SP47628,0.6,0,2,0,2,0,0,0,0,0,0,0
CNS-Oligo,SP47808,0.697,0,1,0,0,0,2,0,0,0,0,0
CNS-Oligo,SP48850,0.61,0,18.32,0,0,0,0,0,0,0,0,0
CNS-Oligo,SP48189,0.345,0,0,0,0,0,5,0,0,0,0,0
CNS-Oligo,SP48073,0.229,0,0,1,0,0,0,0,0,2,0,0
CNS-Oligo,SP48008,0.796,0,0,0,3,2,0,0,0,0,0,0
CNS-Oligo,SP48504,0.702,0,3,0,3,0,0,4,0,0,0,0
CNS-Oligo,SP48534,0.15,0,0,0,0,0,0,0,0,2,0,0
CNS-Oligo,SP48010,0.372,0,0,0,3,0,0,0,0,0,0,0
CNS-PiloAstro,SP79201,0.74,0,0,0,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79222,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79474,0.182,0,0,4.47,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79306,0,0,0,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79435,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79377,0.806,0,0,0,0,0,0,0,1,0,0,0
CNS-PiloAstro,SP79391,0,0,0,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79192,0.151,0,0,0,0,0,0,0,0,0,0,1
CNS-PiloAstro,SP79395,0.985,0,1,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79318,0.526,0,0,0,0,0,2,0,0,0,0,0
CNS-PiloAstro,SP79282,0.511,0,0,0,0,0,3,0,0,0,0,0
CNS-PiloAstro,SP79261,0.069,0,0,0,0,0,0,0,0,1,0,0
CNS-PiloAstro,SP79431,0.108,0,0,0,0,0,0,0,0,2,0,0
CNS-PiloAstro,SP79345,0.893,0,0,0,0,1,0,0,0,0,0,0
CNS-PiloAstro,SP79407,0.135,0,0,0,0,0,0,0,0,0,0,2
CNS-PiloAstro,SP79336,0.867,0,1,0,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79380,0.524,0,0,0,0,0,2,0,0,0,0,0
CNS-PiloAstro,SP79455,0,0,0,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79207,0.068,0,0,0,0,0,0,0,0,1,0,0
CNS-PiloAstro,SP79303,0.051,0,0,0,0,0,0,0,0,1,0,0
CNS-PiloAstro,SP79258,0.596,0,0,0,0,0,1,0,0,0,0,0
CNS-PiloAstro,SP79249,0.711,2,0,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79321,0.215,0,0,0,0,0,0,4,0,0,0,0
CNS-PiloAstro,SP79423,0.189,0,0,1,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79219,0.588,0,0,1,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79285,0.323,0,0,0,0,0,0,0,0,1,0,1
CNS-PiloAstro,SP79470,0,0,0,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79309,0.117,0,0,0,0,0,0,0,0,0,0,2
CNS-PiloAstro,SP79383,0.985,0,1,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79264,0.632,0,0,0,0,2,0,0,0,0,0,0
CNS-PiloAstro,SP79333,0.569,0,3,0,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79204,0.238,0,0,1,0,0,0,0,0,0,0,0
CNS-PiloAstro,SP79419,0.591,0,0,0,1,1,0,0,0,0,0,0
CNS-PiloAstro,SP79198,0.641,0,0,0,1,0,0,0,0,0,0,0
CNS-PiloAstro,SP79451,0.386,0,0,0,0,0,0,0,2,0,0,0
CNS-PiloAstro,SP79231,0.401,0,0,0,0,1,0,0,0,0,0,0
Cervix-AdenoCA,SP109953,0.727,0,0,0,4,0,0,4,0,0,0,3
Cervix-AdenoCA,SP107650,0.745,0,0,0,15.61,0,0,0,0,0,0,0
Cervix-SCC,SP13206,0.795,0,0,0,0,0,0,0,0,0,0,29.19
Cervix-SCC,SP13078,0.741,0,3,0,0,0,12,0,0,0,0,7
Cervix-SCC,SP107607,0.628,0,0,0,7,0,0,0,0,0,0,14
Cervix-SCC,SP109941,0.682,0,6,0,10,0,0,0,0,0,0,0
Cervix-SCC,SP109801,0.688,0,3,0,0,0,0,0,0,6,0,4
Cervix-SCC,SP13072,0.665,0,4,0,6,0,0,0,0,0,0,9
Cervix-SCC,SP107595,0.749,0,6,0,7,0,0,0,0,15,0,0
Cervix-SCC,SP107640,0.621,0,5,0,0,0,0,0,0,0,0,21
Cervix-SCC,SP13084,0.48,0,0,0,0,0,0,0,0,0,0,13
Cervix-SCC,SP107603,0.681,0,0,0,6,0,0,0,0,0,0,6
Cervix-SCC,SP109957,0.622,0,0,0,29,0,0,0,0,0,0,0
Cervix-SCC,SP114020,0.64,0,0,0,0,0,9,0,0,14,0,0
Cervix-SCC,SP96540,0.763,0,0,0,10,0,0,0,0,0,0,0
Cervix-SCC,SP114032,0.505,0,0,0,0,0,0,3,0,7,0,0
Cervix-SCC,SP107624,0.725,0,1,0,3,0,2,0,0,0,0,3
Cervix-SCC,SP107575,0.551,0,2,0,4,0,0,0,0,7,0,0
Cervix-SCC,SP13242,0.728,0,4,0,0,0,0,0,0,0,0,14
Cervix-SCC,SP114016,0.663,0,6,0,15,0,0,0,0,0,0,0
ColoRect-AdenoCA,SP18310,0.736,0,6,24,9,0,0,57,0,37,16,0
ColoRect-AdenoCA,SP17172,0.725,0,0,0,0,0,15,68,0,52,41,0
ColoRect-AdenoCA,SP96133,0.932,0,12,40,4,0,0,0,141,29,0,0
ColoRect-AdenoCA,SP110242,0.905,0,5,68,7,0,0,0,204,46,0,0
ColoRect-AdenoCA,SP114330,0.949,0,4,0,4,0,0,0,35,6,0,0
ColoRect-AdenoCA,SP21017,0.919,0,114,58,26,0,0,0,0,83,0,0
ColoRect-AdenoCA,SP22383,0.764,0,11,47,19,0,23,38,0,40,0,0
ColoRect-AdenoCA,SP81312,0.982,0,0,0,0,0,0,0,0,0,574,0
ColoRect-AdenoCA,SP22031,0.921,0,5,21,4,0,0,0,0,0,23,0
ColoRect-AdenoCA,SP96112,0.644,0,0,0,3,0,4,0,0,4,0,4
ColoRect-AdenoCA,SP19215,0.554,0,4,24,0,0,6,36,0,23,0,0
ColoRect-AdenoCA,SP96120,0.887,0,23,0,24,0,24,0,0,36,0,0
ColoRect-AdenoCA,SP16886,0.934,0,0,508,0,0,0,0,0,0,0,0
ColoRect-AdenoCA,SP96124,0.756,0,5,0,4,4,3,0,0,10,0,0
ColoRect-AdenoCA,SP19295,0.896,0,4,28,7,0,0,0,0,0,33,0
ColoRect-AdenoCA,SP19670,0.557,0,2,0,1,0,2,4,0,6,0,0
ColoRect-AdenoCA,SP17905,0.988,0,0,3569,0,0,0,0,0,0,0,0
ColoRect-AdenoCA,SP16934,0.875,0,21,0,15,0,19,0,0,24,0,0
ColoRect-AdenoCA,SP20993,0.907,0,12,0,8,0,6,41,0,5,0,0
ColoRect-AdenoCA,SP19983,0.936,0,31,0,12,0,9,34,0,16,0,0
ColoRect-AdenoCA,SP18121,0.581,0,0,39,7,0,13,59,0,34,0,0
ColoRect-AdenoCA,SP96122,0.848,0,9,0,9,0,3,0,0,13,0,10
ColoRect-AdenoCA,SP119755,0.775,0,5,0,9,0,7,16,0,22,0,0
ColoRect-AdenoCA,SP96126,0.811,0,17,11,10,0,12,0,0,18,0,0
ColoRect-AdenoCA,SP19606,0.861,0,27,20,18,0,14,0,0,27,0,0
ColoRect-AdenoCA,SP96118,0.606,0,5,0,3,4,0,0,0,14,0,0
ColoRect-AdenoCA,SP21528,0.83,0,7,0,7,0,4,15,0,0,0,0
ColoRect-AdenoCA,SP21400,0.999,0,0,0,0,0,0,0,0,0,646,0
ColoRect-AdenoCA,SP23078,0.906,0,18,0,11,0,0,130,0,0,0,0
ColoRect-AdenoCA,SP17430,0.844,0,10,0,11,0,12,0,0,14,0,0
ColoRect-AdenoCA,SP96110,0.71,0,3,6,9,0,0,0,0,12,0,0
ColoRect-AdenoCA,SP18946,0.967,0,0,436,0,0,0,0,0,0,225,0
ColoRect-AdenoCA,SP21057,0.834,0,18,0,25,0,20,0,0,35,0,0
ColoRect-AdenoCA,SP22750,0.701,0,2,0,6,0,3,8,0,11,0,0
ColoRect-AdenoCA,SP19750,0.645,0,3,0,4,0,4,0,0,7,0,0
ColoRect-AdenoCA,SP17016,0.776,0,8,0,15,0,0,0,0,17,0,0
ColoRect-AdenoCA,SP16958,0.813,0,17,0,21,0,15,0,0,21,0,0
ColoRect-AdenoCA,SP17329,0.922,0,10,0,8,0,0,0,0,7,0,9
ColoRect-AdenoCA,SP96116,0.802,0,4,4,8,0,0,13,0,6,0,0
ColoRect-AdenoCA,SP96129,0.803,0,12,0,0,0,6,0,0,15,0,0
ColoRect-AdenoCA,SP21193,0.855,0,14,12,8,0,13,0,0,18,0,0
ColoRect-AdenoCA,SP18787,0.843,0,7,0,9,0,9,0,0,0,0,9
ColoRect-AdenoCA,SP96114,0.889,0,10,5,13,0,4,30,0,0,0,0
ColoRect-AdenoCA,SP19582,0.861,0,14,0,10,0,6,32,0,7,0,0
ColoRect-AdenoCA,SP17294,0.902,0,16,11,5,0,8,33,0,18,0,0
ColoRect-AdenoCA,SP80367,0.899,0,29,0,9,0,0,238,0,0,0,0
ColoRect-AdenoCA,SP82087,0.803,0,9,0,23,0,10,25,0,13,0,0
ColoRect-AdenoCA,SP80615,0.979,0,0,3656,0,0,0,0,0,0,0,0
ColoRect-AdenoCA,SP80271,0.821,0,7,0,6,0,3,22,0,2,0,0
ColoRect-AdenoCA,SP81172,0.907,0,21,0,39,0,28,63,0,27,0,0
ColoRect-AdenoCA,SP81840,0.807,0,9,0,0,6,4,0,0,16,0,0
ColoRect-AdenoCA,SP80657,0.817,0,6,0,7,0,7,0,0,7,0,0
ColoRect-AdenoCA,SP81494,0.897,0,24,0,17,0,30,0,0,0,0,0
ColoRect-AdenoCA,SP81711,0.872,0,8,0,19,0,4,20,0,7,0,16
ColoRect-AdenoCA,SP80423,0.831,0,12,0,9,0,10,0,0,16,0,0
ColoRect-AdenoCA,SP80754,0.876,0,8,0,4,0,3,10,0,8,0,0
ColoRect-AdenoCA,SP81440,0.752,0,4,7,0,0,0,0,0,4,0,6
ColoRect-AdenoCA,SP80950,0.875,0,5,0,8,0,4,7,0,0,0,0
ColoRect-AdenoCA,SP82103,0.666,0,5,0,2,0,0,0,0,12,0,0
ColoRect-AdenoCA,SP81137,0.888,0,6,0,9,0,0,271,0,0,0,0
Eso-AdenoCA,SP111062,0.927,0,13,0,17,0,9,0,0,11,0,11
Eso-AdenoCA,SP111006,0.887,0,23,0,28,0,24,33,10,0,0,18
Eso-AdenoCA,SP110846,0.844,0,7,0,19,0,9,0,0,13,0,9
Eso-AdenoCA,SP111086,0.901,0,23,0,41,0,16,42,0,38,0,8
Eso-AdenoCA,SP111096,0.875,0,8,0,12,0,11,22,0,10,0,13
Eso-AdenoCA,SP111058,0.904,0,8,50,23,0,18,79,8,0,0,25
Eso-AdenoCA,SP111092,0.866,0,15,0,37,0,0,0,0,53,0,18
Eso-AdenoCA,SP111076,0.8,0,5,0,11,0,14,0,0,0,0,8
Eso-AdenoCA,SP111098,0.883,0,9,0,21,0,0,19,6,0,0,6
Eso-AdenoCA,SP111039,0.739,0,3,0,2,0,4,0,2,0,0,0
Eso-AdenoCA,SP111052,0.605,0,3,0,2,0,0,0,2,3,0,0
Eso-AdenoCA,SP111166,0.9,0,20,0,13,0,12,39,5,19,0,0
Eso-AdenoCA,SP111014,0.803,0,5,0,8,0,5,11,9,0,0,0
Eso-AdenoCA,SP111066,0.864,0,26,0,30,0,0,113,38,0,0,0
Eso-AdenoCA,SP111094,0.98,0,0,0,0,0,0,0,247,0,0,0
Eso-AdenoCA,SP111015,0.851,0,13,0,19,0,20,0,0,50,0,13
Eso-AdenoCA,SP110853,0.772,0,13,0,24,0,18,0,0,40,0,15
Eso-AdenoCA,SP111051,0.748,0,3,0,8,0,11,0,0,14,0,3
Eso-AdenoCA,SP110855,0.794,0,11,0,15,0,9,35,9,23,0,14
Eso-AdenoCA,SP111004,0.823,0,11,0,15,0,13,0,0,18,0,9
Eso-AdenoCA,SP111078,0.686,0,5,0,3,0,0,0,6,7,0,5
Eso-AdenoCA,SP110863,0.789,0,3,0,6,0,0,42,5,17,0,7
Eso-AdenoCA,SP111013,0.871,0,5,0,6,0,7,0,4,11,0,3
Eso-AdenoCA,SP111042,0.824,0,5,0,8,0,4,0,0,0,0,0
Eso-AdenoCA,SP111040,0.923,0,16,0,15,0,14,30,0,0,0,17
Eso-AdenoCA,SP111031,0.848,0,20,0,21,0,18,0,11,30,0,17
Eso-AdenoCA,SP23496,0.852,0,12,0,11,14,16,0,9,20,0,0
Eso-AdenoCA,SP111030,0.813,0,16,0,16,0,12,0,0,35,0,10
Eso-AdenoCA,SP111019,0.681,0,9,0,8,0,14,37,17,0,0,12
Eso-AdenoCA,SP111026,0.908,0,20,0,14,15,5,36,12,9,0,0
Eso-AdenoCA,SP110860,0.757,0,9,0,27,0,0,47,26,0,0,0
Eso-AdenoCA,SP110851,0.87,0,10,0,25,0,20,0,0,30,0,15
Eso-AdenoCA,SP111059,0.85,0,7,0,15,0,7,0,0,20,0,6
Eso-AdenoCA,SP111170,0.887,0,17,0,28,0,24,40,16,0,0,16
Eso-AdenoCA,SP111054,0.832,0,12,0,21,0,21,0,17,38,0,0
Eso-AdenoCA,SP111033,0.751,0,5,0,12,0,11,0,17,0,0,0
Eso-AdenoCA,SP111113,0.656,0,11,91,21,0,24,0,16,28,0,16
Eso-AdenoCA,SP110865,0.943,0,56,0,82,0,59,0,0,96,0,58
Eso-AdenoCA,SP111061,0.878,0,8,0,21,0,12,0,0,24,0,9
Eso-AdenoCA,SP111101,0.844,0,11,0,4,0,7,17,3,11,0,0
Eso-AdenoCA,SP110859,0.902,0,38,0,66,121,20,0,18,0,0,28
Eso-AdenoCA,SP111168,0.747,0,5,0,11,0,11,0,0,14,0,0
